title	author	date	pages	tag	url
التاريخ لا يشمل الجميع	د. محمد أمين الصالح	1981	129	مسرحية
السندباد	د.رياض عصمت	1981	205	مسرحية
اغتيال ملك الجان	عادل أبو شنب	1981	65	مسرحية
ممتاز يا بطل	أكرم شريم	1981	83	مسرحية للأطفال
أكثر من رجل شريف	د.محمد أمين الصالح	1981	130	مسرحيتان
من حديث القلب و العقل	فريد جحا	1981	206	مقالات
حركة التأليف المسرحي في سورية	أحمد زياد محبك	1982	430	دراسة
عربي يفكر	حافظ الجمالي	1982	223	دراسة
دراسات وتأملات في العلم والطب والحياة	د. عزت مريدان	1982	423	دراسة
العفيف التلمساني	د. عمر موسى باشا	1982	333	دراسة
دراسات في الأدب المقارن	د. محمد ألتونجي	1982	310	دراسة
التطور الفني لشكل القصة في بلاد الشام	د.نعيم اليافي	1982	379	دراسة
الغربة في الشعر الجاهلي	عبد الرزاق الخرشوم	1982	323	دراسة
المقامة اللامية	جمعة اللامي	1982	99	رواية
المتعدد	عبد النبي حجازي	1982	221	رواية
صخرة الجولان	علي عقلة عرسان	1982	157	رواية
بيت الخلد	وليد اخلاصي	1982	150	رواية
صراع في جزيرة الذهب	عبد المجيد القاضي	1982	182	رواية للأطفال
اعتذار آخر للوطن	رزق أبو زينة	1982	112	شعر
الكتابة أرق	سليمان العيسى	1982	350	شعر
أغان إلى زهرة اللوتس	سليمان عواد	1982	178	شعر
حدود	شوقي عبد الأمير	1982	63	شعر
أناشيد متمردة	عبد الرحيم الحصني	1982	98	شعر
دارة	عبد الكريم الناعم	1982	85	شعر
وكان ذاهباً في العذوبة	عصام ترشحاني	1982	68	شعر
توقيعات في سمفونية البحر والجسد	علي عيد حسن	1982	100	شعر
صور السهل الأزرق	عماد جنيدي	1982	135	شعر
سراج الليل	فؤاد كحل	1982	90	شعر
سلاماً أيتها الزرقة المسلحة بالبحر	محمود علي السعيد	1982	52	شعر
الأغاني	بيان الصفدي	1982	96	شعر للأطفال
الولادة والموت	أحمد عودة	1982	83	قصص
مقصد العاصي	أديب النحوي	1982	150	قصص
النيران الأزلية	رحيم كريم	1982	56	قصص
الرمل والياسمين	عبدالله خليفة	1982	198	قصص
الواحة	ليلى اليافي	1982	96	قصص
الطريق الطويلة	محسن يوسف	1982	113	قصص
دفتر الفرح	عزبز نصار	1982	111	قصص للأطفال
الأفعى والراعي	نظمية أكراد	1982	142	قصص للأطفال
حصان الأبانوس	خالد محي الدين البرادعي	1982	254	مسرحية
حكاية الحكايات	عبد الرحيم آل شلبي	1982	168	مسرحية
اليمامة	محي الدين زنكة	1982	190	مسرحية
إقليم الجولان	أديب سليمان باغ ت:د.يوسف خوري د.محمد حرب فرزات	1983	486	دراسة
تيار الوعي في الأدب المغربي المعاصر	العربي بنجلون	1983	130	دراسة
قبسات من التراث الإنساني	الياس سعد غالي	1983	240	دراسة
الولادة الثانية للمسرح في سورية	جان ألكسان	1983	302	دراسة
روايات تحت المجهر	د. حسام الخطيب	1983	291	دراسة
تطور الصورة الفنية في الشعر الحديث	د. نعيم اليافي	1983	421	دراسة
الشاعر القتيل	سليمان الأزرعي	1983	214	دراسة
السجن السياسي في الرواية السورية	سمر روحي الفيصل	1983	328	دراسة
تشريح الثورة المضادة	صفوان قدسي	1983	210	دراسة
الفن واللافن	طارق الشريف	1983	278	دراسة
أدب الأطفال نظريا وتطبيقيا	عبد الله أبو هيف	1983	413	دراسة
اللغة والبلاغة	عدنان بن ذريل	1983	217	دراسة
الشخصية الصهيونية	محمد عرب	1983	336	دراسة
إحسان عباس والنقد الأدبي	محيي الدين صبحي	1983	150	دراسة
عبد الباسط الصوفي الشاعر الرومانسي	ممدوح السكاف	1983	292	دراسة
المعاني الفلسفية في لسان العرب	ميشيل إسحاق	1983	430	دراسة
الخروج من دائرة الانتظار	ملك حاج عبيد	1983	168	رواية
مفترق المطر	يوسف المحمود	1983	614	رواية
تجليات فاطمة	أحمد المصلح	1983	93	شعر
في متاهات الطريق	زكي قنصل	1983	251	شعر
حديث الجراح	شكري هلال	1983	109	شعر
الموت على صدر البرتقال	صالح هواري	1983	115	شعر
15 قصيدة	صباح الدين كريدي	1983	93	شعر
دمي يتوارى	عبد الرحمن عمار	1983	123	شعر
يوميات الوردة المحاصرة	عصام ترشحاني	1983	78	شعر
الأسرار في مدار الهموم	لؤي فؤاد الأسعد	1983	160	شعر
صعوداً أناديك سهواً	محمد الطوبي	1983	172	شعر
موت على ضفاف المطر	محمود حامد	1983	133	شعر
بيروت الحصار	مرهف إبراهيم عطوان	1983	72	شعر
من أين تبتدئ القصيدة	مصطفى خضر	1983	127	شعر
فاطمة تذهب مبكرة إلى الحقول	يوسف أبو لوز	1983	79	شعر
الفواصل	أحمد عودة	1983	125	قصص
كيف عبر طائر الفينيقس البحر المتوسط	الزاوي أمين	1983	149	قصص
ليس في القمر فقراء	د. طالب عمران	1983	180	قصص
اليافاوي	زكريا شريقي	1983	187	قصص
الطيور	محسن يوسف	1983	110	قصص
خان الورد	وليد اخلاصي	1983	126	قصص
اليوم الثالث في الغياب	يوسف ضمرة	1983	101	قصص
لماذا تعلمت البلابل الغناء	إسماعيل جابر	1983	97	قصص للأطفال
حمدان	د. عبد الرزاق جعفر	1983	173	قصص للأطفال
أحلام الصغار	عزيز نصار	1983	126	قصص للأطفال
القلعة	عيسى أيوب	1983	31	قصص للأطفال
العهد	مروان المصري	1983	96	قصص للأطفال
الوجه الأسود والزوبعة	جهاد الكاتب	1983	144	مسرحية
أبو حيان التوحيدي	خالد محي الدين البرادعي	1983	222	مسرحية
حادثة خط الإستواء	د. محمد حسن عبدالله	1983	154	مسرحية
العفريت ووطن الطائر	خلف أحمد خلف	1983	159	مسرحية للأطفال
ثلاث مسرحيات للأطفال	فرحان بلبل	1983	200	مسرحية للأطفال
دليل الكتاب ط2	اتحاد الكتاب	1984	838	دراسة
صناع الأدب	د. عمر الدقاق	1984	276	دراسة
كتاب ومواقف	د. ناديا خوست	1984	149	دراسة
البنيوية في الأدب	روبرت شولزت: حنا عبود	1984	224	دراسة
في النقد و الأدب	محمد روحي الفيصل	1984	151	دراسة
الطاحونة السوداء	بندر عبد الحميد	1984	126	رواية
المخيم	جمال جنيد	1984	197	رواية
خطوات في الضباب	ملاحة الخاني	1984	173	رواية
باب الجمر	وليد اخلاصي	1984	300	رواية
دقات القلب	بيان الصفدي	1984	86	شعر
الشاعر القروي ج1	رشيد سليم الخوري	1984	470	شعر
الشاعر القروي ج2	رشيد سليم الخوري	1984	564	شعر
بطيئاً يمر الدخان	صالح هواري	1984	77	شعر
احتراق عباد الشمس	عبد الكريم الناعم	1984	127	شعر
حرب السنبلة	عصام ترشحاني	1984	80	شعر
فضاء شاسع للحب	فيصل خليل	1984	76	شعر
ديوان الحريري	محمد الحريري	1984	386	شعر
كم يلزم من موت لنكون معاً	محمد القيسي	1984	149	شعر
الأزرق والأحمر	محمد عمران	1984	131	شعر
بيني وبينك خطوتان	مسعود جوني	1984	88	شعر
وهذا أنا أيضاً	ممدوح عدوان	1984	94	شعر
أغنيات لقمر الطفولة	ميخائيل عيد	1984	98	شعر
الجمر	وفيق خنسة	1984	80	شعر
حرائق و دخان	المصطفى أجماهيري	1984	131	قصص
حصار الزمن الآخر	زهير جبور	1984	80	قصص
الكراسي في المطر	سعيد جبار الفرحان	1984	125	قصص
التوغل في عمق الغابة	ضياء قصبجي	1984	104	قصص
ذلك النداء الطويل الطويل	عبد الله أبو هيف	1984	120	قصص
اعترافات جديدة لصاحب البشرة السمراء	محمد صالح حرز الله	1984	87	قصص
رجع الصدى	مظفر سلطان	1984	143	قصص
حماة الديار	ناشد سعيد	1984	128	قصص
مذكرات عشرة قروش	دلال حاتم	1984	147	قصص الأطفال
سباق في مسبح الدم	مراد السباعي	1984	131	قصص و مسرحيات
جودر والكنز	خالد محي الدين البرادعي	1984	175	مسرحية
لا ترهب حد السيف	فرحان بلبل	1984	95	مسرحية
ملحمة الأيام الفلسطينية	محمد أبو معتوق	1984	199	مسرحية
اللسانيات والرواية	ترجمة منقذ الهاشمي	1985		دراسة
النول والمخمل	حنا عبود	1985	160	دراسة
الحكاية الساحرة	د. عبد الرزاق جعفر	1985	248	دراسة
فهرس الآداب الأجنبية	دراسة	1985	206	دراسة
تجربة الرواية السورية	سمر روحي الفيصل	1985	256	دراسة
الفكر الوجودي عبر مصطلحه	عدنان بن ذريل	1985	300	دراسة
الظواهر المسرحية عند العرب ط2	علي عقلة عرسان	1985	774	دراسة
وحدة الوجود في الفكر العربي	محمد الراشد	1985	279	دراسة
بحث في القومية	محمد علي حسن	1985	224	دراسة
هزائم مبكرة	نبيل سليمان	1985	192	دراسة
النزوع الواقعي في الرواية الجزائرية	واسيني الأعرج	1985	144	دراسة
بلد واحد هو العالم	د. هاني الراهب	1985	374	رواية
الخندق	محمد وليد حافظ	1985	157	رواية
الغروب الأخير	نادرة بركات الحفار	1985	141	رواية
خلف حاجز الزمن	د. طالب عمران	1985	138	رواية من الخيال العلمي
شهوة الضد	إبراهيم الجرادي	1985	87	شعر
مختارات من الشعر البلغاري	ترجمة ميخائيل عيد	1985	62	شعر
الخروج من الذات الأحادية	د. عادل قره شولي	1985	80	شعر
الحرائق	د. مروان صقر	1985	72	شعر
الشاهد	زهير غانم	1985	92	شعر
الأرض السليبة	سالم جبارة	1985	59	شعر
باسمك أيها الحب	سعيد قندقجي	1985	96	شعر
عودة الطفل الجميل	شوقي بغدادي	1985	75	شعر
ماء للقتلى	صالح درويش	1985	104	شعر
أشجار	صباح الدين كريدي	1985	133	شعر
للعين طعم الانطفاء	فؤاد كحل	1985	95	شعر
منازل في الأفق	محمد القيسي	1985	79	شعر
باربارا كايزر	محمد حيدر	1985	83	شعر
من يدفئ جسد النار	محمد مصطفى درويش	1985	96	شعر
أغان على شفاه الصنوبر	محمود حامد	1985	160	شعر
رماد الكائن الشعري	مصطفى خضر	1985	128	شعر
انهيارات	ممدوح السكاف	1985	143	شعر
ما زالوا الواحة	سليمان العيسى	1985	152	شعر للأطفال
عشرون قصيدة	ت: ميائيل عيد	1985	63	شعر مترجم
عاشق من براغ	ياروسلاف سايفرت ت: موريس عيسى	1985	192	شعر مترجم
سلاح الأعزل	أديب النحوي	1985	92	قصص
أحدثكم عن نفسي	حسني سيد لبيب	1985	117	قصص
حين تتآكل الأصابع	فاروق مرعشي	1985	96	قصص
مذكرات كلب غير عابئ و لا مخدوع	محمد الإحسايني	1985	212	قصص
الرقيق	وهيب سراي الدين	1985	100	قصص
من يخاف كامب ديفيد	يوسف القعيد	1985	62	قصص
هنادي تغني	صالح هواري	1985	80	قصص للأطفال
حكاية الملوك والرعاة	ليلى صايا سالم	1985	131	قصص للأطفال
مسرحيتان عن قتل العصافير	وليد اخلاصي	1985	185	مسرحية
أدب المقاومة	مجموعة من الكتاب	1985	543	مقالات
الفحص عن أساس اليقين	تيسير شيخ الأرض	1986	240	دراسة
سينمائيون خلف الكاميرا	حسان أبو غنيمة	1986	176	دراسة
خصوصية المسرح العربي	خالد محي الدين البرادعي	1986	388	دراسة
شعراء و أدباء من الشرق و الغرب	سعد صائب	1986	205	دراسة
الاتجاه الواقعي في الرواية السورية	سمر روحي الفيصل	1986	477	دراسة
الرؤيا في شعر البياتي (نقد)	محي الدين صبحي	1986	456	دراسة
نداء الكوكب الأخضر	دياب عيد	1986	146	رواية للفتيان
الرسالة الزرقاء	فيصل الحجلي	1986	230	رواية للفتيان
أبابيل	شوقي عبد الأمير	1986	91	شعر
على غمد ورقة تسقط	عائشة أرناؤوط	1986	56	شعر
أقواس	عبد الكريم الناعم	1986	91	شعر
ديوان الشاعر وحيد عبود	عدنان قيطاز	1986	176	شعر
شاطئ الغربة	علي عقلة عرسان	1986	272	شعر
سلماس	فايز خضور	1986	121	شعر
نورا	مأمون ضويحي	1986	64	شعر
سلمون	محمد وليد المصري	1986	80	شعر
المسافة قبل الفجر	معشوق حمزة	1986	64	شعر
وطن في المخيم	يوسف عبد العزيز	1986	108	شعر
أغاني الطفولة	وفيق خنسة	1986	65	شعر للأطفال
حصان الأحلام القديمة	جان ألكسان	1986	93	قصص
يوم لرجل واحد	د.أحمد زياد محبك	1986	199	قصص
مهنة اسمها الحلم	شوقي بغدادي	1986	158	قصص
نجمة المساء	محمد حيدر	1986	167	قصص
أقاصيص دمشقية	مروان المصري	1986	129	قصص
قال البحر	ملك حاج عبيد	1986	169	قصص
دوائر الدم	وليد معماري	1986	190	قصص
البستان الجميل	آصف عبدالله	1986	125	قصص للأطفال
التفكير بالمقلوب	بيان الصفدي	1986	116	قصص للأطفال
عش لإثنين	طلال حسن	1986	100	قصص للأطفال
الفراشة	عبد اللطيف أرناؤوط	1986	95	قصص للأطفال
شموع صغيرة	عزيز نصار	1986	128	قصص للأطفال
بيتنا الصغير	نزار نجار	1986	104	قصص للأطفال
المؤتمر الأخير لملوك الطوائف	خالد محي الدين البرادعي	1986	215	مسرحية
أوروك يبحث عن جلجامش	د. نذير العظمة	1986	85	مسرحية
البجعات	محمد الركانة	1986	106	مسرحية للأطفال
الشجرة التي غرستها أمي	د. بديع حقي	1986	136	مقالات
نظرية الابداع المهجرية	أسعد دورا كوفيتش	1987	320	دراسة
العروبة	اسماعيل الملحم	1987	179	دراسة
أفكار فلسطينية	جلال فاروق الشريف	1987	148	دراسة
قمم في الأدب العالمي	د. بديع حقي	1987	230	دراسة
في صميم الموضوع	د. عمر الدقاق	1987	218	دراسة
ثقافة الطفل العربي	سمر روحي الفيصل	1987	248	دراسة
بنية القصيدة القصيرة في شعر أدونيس	علي الشرع	1987	128	دراسة
رواية الأصول وأصول الرواية	مارك روبير ت:وجيه أسعد	1987	447	دراسة
اتجاهات القصة المعاصرة في المغرب	محمد عزام	1987	448	دراسة
المسرح المغربي	محمد عزام	1987	245	دراسة
سطور تتجاوب	وداد سكاكيني	1987	184	دراسة
خرائط المستقبل	آلان توفلر ت: أسعد صقر	1987	352	دراسة مترجمة
التحولات (حسيبة)	خيري الذهبي	1987	299	رواية
الساحات	سالم النحاس	1987	293	رواية
الجنين	فاروق مرعشلي	1987	176	رواية
مكاشفات عروة بن الورد الدمشقي	حسين الحموي	1987	120	شعر
واقف بين يدي	حميد العقابي	1987	116	شعر
لا تقطعوا جدائل الشمس	سعيد قندقجي	1987	172	شعر
الحديقة تغادر أسوارها	عادل العامل	1987	143	شعر
صار رماداً	علي الجندي	1987	206	شعر
معك على هامش رواياتي	كوليت خوري	1987	117	شعر
جمهورية الأرض	مصطفى خضر	1987	154	شعر
كنعانيات	يوسف طافش	1987	80	شعر
قبلة الملكة	سعيد سالم	1987	115	قصص
رقصة شجرة الرّولة	فاروق مرعشلي	1987	112	قصص
المحطة	قمر كيلاني	1987	160	قصص
بلاد كالزيتون	محمد كامل الخطيب	1987	128	قصص
وجه القمر	نزار نجار	1987	144	قصص
البحر يقرر الهجرة	جمانة نعمان	1987	136	قصص للأطفال
محطة الفضاء	د. طالب عمران	1987	112	قصص للأطفال
الحلم الجميل	دلال حاتم	1987	136	قصص للأطفال
رحلة الأمل	لينا كيلاني	1987	71	قصص للأطفال
الحصان الأزرق	نظمية اكراد	1987	124	قصص للأطفال
أنا أصبح كبيراً (قصص سوفيتية)	ايغور يرماكوف و باول فرنكيل ت:أحمد الخميسي	1987	160	قصص و قصائد للأطفال مترجمة
ماذا يقول الماء	حسيب كيالي	1987	464	مسرحية
عفواً أيها الأجداد	نبيل بدران	1987	148	مسرحية
موت الحكواتي	محمد أبو معتوق	1988	315	ثلاث مسرحيات
الانتفاضة	مجموعة من الكتاب والشعراء	1988	328	دراسات و قصائد
رسالة الغفران	الياس سعد غالي	1988	256	دراسة
القصيدة و الجسد	حنا عبود	1988	257	دراسة
الإنجاز و المعاناة	عبد الله أبو هيف	1988	430	دراسة
أغنية الماء والنار	عبد الله خليفة	1988	184	رواية
البلاغ رقم /9/	مسعود جوني	1988	376	رواية
الرجل و الزنزانة	وهيب سراي الدين	1988	304	رواية
حكاية العصفور الأزرق	صباح الدين كريدي	1988	136	شعر
من مقام النوى	عبد الكريم الناعم	1988	160	شعر
خطوات في الأرجوان	عصام ترشحاني	1988	96	شعر
بباب البساتين والنوم	فواز عيد	1988	112	شعر
العين و الفضاء	مصطفى خضر	1988	144	شعر
تنويعات على وتر الحلم	ميخائيل عيد	1988	152	شعر
أسرى الوباء	أكرم شريم	1988	101	قصص
الرجل الذي انتحل اسم برنبو	الرشيد بو شقير	1988	117	قصص
طار الحمام	حسن حميد	1988	152	قصص
لأنه مات	زكريا شريقي	1988	176	قصص
الطائر الذي نسي ريشه	زياد علي	1988	136	قصص
كيف صار الأخضر حجراً	فوزية رشيد	1988	136	قصص
أحزان تلك الأيام	محسن يوسف	1988	160	قصص
قصة النهايات السعيدة	محمد نديم	1988	94	قصص
حبل المساكين	نادر السباعي	1988	165	قصص
حارة النسوان	يوسف أحمد المحمود	1988	528	قصص
مدارات لكوكب وحيد	يوسف ضمرة	1988	125	قصص
الضفدع روغ	لينا كيلاني	1988	80	قصص للأطفال
أسرار من مدينة الحكمة	د. طالب عمران	1988	168	قصص من الخيال العلمي
سر المغارة	لؤي عيادة	1988	176	مسرحية
فضاء الوجه الآخر	فايز خضور	1988	268	نثر
أنهار من زبد	علي كنعان	1970	120	الشعر
الفرح ليس مهنتي	محمد الماغوط	1970	132	الشعر
تلويحة الأيدي المتعبة	ممدوح عدوان	1970	176	الشعر
الومض	حيدر حيدر	1970	132	قصص
الرعد	زكريا تامر	1970	92	قصص
الأوراق	إبراهيم كيلاني	1971	206	دراسة
قارب الزمن الثقيل	عبد النبي حجازي	1971	198	رواية
نوافذ البروج المضاءة	د. أحمد سليمان الأحمد	1971	107	شعر
قد يكون الحب	أديب النحوي	1971	66	قصص
الحدود والأسوار	جان ألكسان	1971	100	قصص
الرحيل	جورج سالم	1971	132	قصص
حكاية بسيطة	حسيب كيالي	1971	200	قصص
الوليمة	د. اسكندر لوقا	1971	98	قصص
الله والفقر	صدقي إسماعيل	1971	127	قصص
الرجل الأثري	عبد العزيز هلال	1971	134	قصص
عنادل مهاجرة	د.عمر الدقاق	1972	179	دراسة
المسرح العربي أين و الى أين	سلمان قطاية	1972	88	دراسة
كان يا مكان	عادل أبو شنب	1972	129	دراسة
ملح الأرض	صلاح دهني	1972	235	رواية
القلعة الخامسة	فاضل الغزاوي	1972	135	رواية
أوراق مهملة	رشيد ياسين	1972	109	شعر
الدم يورق زيتونا	صالح هواري	1972	127	شعر
حصاد الشمس	عبد الكريم الناعم	1972	173	شعر
نداءات إلى صقر قريش	عمر صبري كتمتو	1972	60	شعر
عندما يهاجر السنونو	فايز خضور	1972	93	شعر
كلمات أخيرة	محمد جنيدي	1972	100	شعر
الجوع والقمر	محمد عفيفي مطر	1972	134	شعر
الدخول في شعب بوّان	محمد عمران	1972	123	شعر
حوارية الموت والنخيل	نزيه أبو عفش	1972	93	شعر
السجناء لا يحاربون	أكرم شريم	1972	110	قصص
السيران ولعبة أولاد يعقوب	عبدالله عبد	1972	134	قصص
قصتان	كوليت خوري	1972	110	قصص
دوائر عدم الامكان	مجيد طوبا	1972	96	قصص
الخطا التي تنحدر	أحمد يوسف داود	1972	93	مسرحية
الشعر العربي والقضية الفلسطينية	أحمد سليمان الأحمد	1973	225	دراسة
المغامرة الروائية	جورج سالم	1973	192	دراسة
شخصيات	د. إبراهيم الكيلاني	1973	192	دراسة
الرحيل إلى مدن الحلم	صبري حافظ	1973	230	دراسة
الرؤى العجاف	الياس طعمة	1973	77	شعر
قصائد في الحب والنضال	خالد محي الدين البرادعي	1973	200	شعر
ميسون وقصائد أخرى	سليمان العيسى	1973	199	شعر
سامراء الجديدة	سهيل إبراهيم	1973	99	شعر
دمشق الحرائق	زكريا تامر	1973	359	قصص
أحلام ساعة الصفر	عادل أبو شنب	1973	253	قصص
المسافة	يوسف صايغ	1973	110	قصص
المهر زاهد	حسيب الكيالي	1973	143	مسرحية
سهرة مع أبي خليل القباني	سعد الله ونوس	1973	127	مسرحية
نحن الملك	محمد خير الدين	1973	95	مسرحية
دخان الأقبية	يوسف مقدسي	1973	84	مسرحية
نظرة في أدبنا الشعبي	ألفة الأدلبي	1974	142	دراسة
مع قوافل الفكر	أورخان ميسر	1974	123	دراسة
بعض قضايا الفكر المؤثرات الأجنبية وأشكالها	جلال فاروق الشريف	1974		دراسة
الشمس و العنقاء	خلدون الشمعة	1974	116	دراسة
هذا الشعر الحديث	د. أحمد سليمان الأحمد	1974	223	دراسة
في القصة السورية	د. حسام الخطيب	1974	175	دراسة
صراخ في ليل طويل	جبرا إبراهيم جبرا	1974	95	رواية
من يحب الفقر	عبد العزيز هلال	1974	147	رواية
الشيخ ومغارة الدم	نذير العظمة	1974	124	رواية
سقوط الفرنك	نسيب الاختيار	1974	112	رواية
انداء وظلال	أحمد علي حسن	1974	112	شعر
بطاقات تبرير للحب الضائع	أيمن أبو شعر	1974	78	شعر
الجدل في منتصف الليل	خالد أبو خالد	1974	145	شعر
كلمات بلون اللهب	د. صابر فلحوط	1974	160	شعر
بين الوسادة والعنق	شوقي بغدادي	1974	94	شعر
كتاب الانتظار	فايز خضور	1974	103	شعر
عرق	جبرا إبراهيم جبرا	1974	399	قصص
عيون في الحلم	عبد الرحمن مجيد الربيعي	1974	128	قصص
تحت النافذة	مراد السباعي	1974	93	قصص
التقرير	وليد إخلاصي	1974	158	قصص
السجين 95	علي عقلة عرسان	1974	300	مسرحية
السيل	علي كنعان	1974	113	مسرحية
نجمة اغسطس	صنع الله إبراهيم	1975	390	رواية
المذنبون	فارس زرزور	1975	262	رواية
ومر صيف	كوليت خوري	1975	275	رواية
عبر الليل والنهار	محمد الراوي	1975	79	رواية
الميناء القديم	محمود الصغيري	1975	251	رواية
ويبقى الحب علامة	محي الدين زنكة	1975	258	رواية
كاالغزالة والماء والريح	بندر عبد الحميد	1975	61	شعر
مختارات من الشعر الألماني	ترجمة د. أحمد حيدر و د.أحمد الحموي	1975	63	شعر
بيادر الريح	جلال قضيماتي	1975	87	شعر
أناشيد للصغار	سليمان العيسى	1975	55	شعر
إلى مدينة العشق	صباح الدين كريدي	1975	110	شعر
رهائن	صلاح فائق	1975	62	شعر
الكتابة على جذوع الشجر القاسي	عبد الكريم الناعم	1975	94	شعر
طرفة في مدار السرطان	علي الجندي	1975	62	شعر
نشيد الغربة	مروان الخاطر	1975	94	شعر
السخط وشتاء الخوف	خليل جاسم الحميدي	1975	102	قصص
التحولات	سالمة الصالح	1975	94	قصص
موجز حياة شريف نادر	عبد الستار ناصر	1975	189	قصص
أغنية الدمية	عز الدين نجيب	1975	159	قصص
الأزمنة الحديثة	محمد كامل الخطيب	1975	125	قصص
الشعر العربي الحديث	جلال فاروق الشريف	1976	166	دراسة
حول المستقبل العربي	حافظ الجمالي	1976	300	دراسة
مغامرة العقل الأولى	فراس السواح	1976	509	دراسة
الأديب والموقف القومي	محي الدين صبحي	1976	20	دراسة
حبيبتي يا حب التوت	أحمد داود	1976	283	رواية
دمشق الجميلة	أحمد يوسف داوود	1976	171	رواية
الأبنوسة البيضاء	حنا مينة	1976	272	رواية
حين تموت المدن	صلاح دهني	1976	159	رواية
وردة الصباح	عادل أبو شنب	1976	206	رواية
و يطرح النخل دماً	بيان صفدي	1976	140	شعر
تداعيات المتنبي بين يدي سيف الدولة	خالد محي الدين البرادعي	1976	169	شعر
ابن الأيهم	سليمان العيسى	1976	239	شعر
الهرب إلى الميدان	عادل أديب آغا	1976	64	شعر
عينا حبيبتي والاغتراب	عبد الكريم الناعم	1976	183	شعر
حصار الحب والموت	فؤاد كحل	1976	69	شعر
مذكرات شهيد فلسطيني	محمود مفلح	1976	159	شعر
عصيّ الدمع	ألفة الأدلبي	1976	90	قصص
الحصار من ثلاث جهات	جمال الغيطاني	1976	135	قصص
حكاية الظمأ القديم	جورج سالم	1976	112	قصص
الموت بفرح	سحبان السواح	1976	109	قصص
دعوة إلى القنيطرة	كوليت خوري	1976	98	قصص
السهم الأخضر	ليان ديراني	1976	187	قصص
جيران البحر	محمد كامل الخطيب	1976	90	قصص
انتظار المصير	مظفر سلطان	1976	196	قصص
الطريق إلى كوجو	الأب الياس زحلاوي	1976	70	مسرحية
الوحش	خالد محي الدين البرادعي	1976	124	مسرحية
القطار	عبد العزيز هلال	1976	78	مسرحية
عراضة الخصوم	علي عقلة عرسان	1976	126	مسرحية
الصراط	وليد إخلاصي	1976	110	مسرحية
أجراس بلا رنين	وليد مدفعي	1976	139	مسرحية
النقد والحرية	خلدون الشمعة	1977	271	دراسة
نصوص من خيال الظل	د. سلمان قطايا	1977	174	دراسة
المسألة الفلسطينية و الموقف العربي السوري	د. صابر فلحوط	1977	332	دراسة
الوجه والقناع	صفوان قدسي	1977	253	دراسة
كتب أنصفت حضارتنا	فريد جحا	1977	251	دراسة
أحاديث وتجارب مسرحية	نصر الدين البحرة	1977	270	دراسة
الجد أيوب	أيوب منصور	1977	87	رواية
